End Date,End Time,PM10,Status/units,Period
21/07/2018,05:00:00,17.8,R ugm-3 (VCM),21/07/2018 05:00
21/07/2018,06:00:00,18.8,R ugm-3 (VCM),21/07/2018 06:00
21/07/2018,07:00:00,18,R ugm-3 (VCM),21/07/2018 07:00
21/07/2018,08:00:00,26,R ugm-3 (VCM),21/07/2018 08:00
21/07/2018,09:00:00,22.3,R ugm-3 (VCM),21/07/2018 09:00
21/07/2018,10:00:00,16.5,R ugm-3 (VCM),21/07/2018 10:00
21/07/2018,11:00:00,18.6,R ugm-3 (VCM),21/07/2018 11:00
21/07/2018,12:00:00,22.2,R ugm-3 (VCM),21/07/2018 12:00
21/07/2018,13:00:00,24.1,R ugm-3 (VCM),21/07/2018 13:00
21/07/2018,14:00:00,20.5,R ugm-3 (VCM),21/07/2018 14:00
21/07/2018,15:00:00,15.8,R ugm-3 (VCM),21/07/2018 15:00
21/07/2018,16:00:00,17,R ugm-3 (VCM),21/07/2018 16:00
21/07/2018,17:00:00,15.3,R ugm-3 (VCM),21/07/2018 17:00
21/07/2018,18:00:00,13.8,R ugm-3 (VCM),21/07/2018 18:00
21/07/2018,19:00:00,13.5,R ugm-3 (VCM),21/07/2018 19:00
21/07/2018,20:00:00,13.1,R ugm-3 (VCM),21/07/2018 20:00
21/07/2018,21:00:00,12.8,R ugm-3 (VCM),21/07/2018 21:00
21/07/2018,22:00:00,12.3,R ugm-3 (VCM),21/07/2018 22:00
21/07/2018,23:00:00,10.9,R ugm-3 (VCM),21/07/2018 23:00
21/07/2018,24:00:00,12.7,R ugm-3 (VCM),22/07/2018 00:00
